"Engineer 2 - Machine Learning Platform
new",2 days ago,Nordstrom,"Seattle, WA","Job Description
Nordstrom isn’t just another job — it’s a career. We are a leading fashion retailer that has offered the very best of what is on trend for men, women, and children since 1901. We believe in rewarding outstanding work, developing employees’ careers and building long-term relationships with our customers. As an engineer at Nordstrom, you will have the opportunity to combine your passion for technology and fashion to build a compelling and delightful experience for our valued customers.
This position is about…
We are building the road to real-time, machine-learned insights and we need your help. Imagine a world where anyone from an engineer to an executive can easily discover key data within our cloud, transform it seamlessly and use machine learning to drive actual business decisions in real time. This is an incredibly exciting opportunity and we have only just begun!
As an engineer on Nordstrom’s Machine Learning Platform (MLP) team, you will be at the heart of ML and AI inside Nordstrom. This includes designing and building new features for our platform using technology like Git, Docker, Golang and Flask. You’ll have the opportunity to collaborate with other engineers as well as data scientists as part of your daily development. With a keen customer focus, you will help identify performance issues by instrumenting key areas and configuring relevant alerts. And, of course, since you recognize that every system should be secure by design, you will apply your understanding of security coding practices on all of the features you deliver. All of this will help you build a delightful solution, enticing new customers to onboard to our platform.
This is a rare opportunity to join a crucial team at a pivotal moment – I hope you join us.
You are responsible for...
Proposing technical designs for new MLP features and components
Identifying and building automated tests for each of these using Nordstrom’s engineering standards
Developing and fostering a healthy and collaborative culture for your team that embodies both industry best practices and Nordstrom values
Growing other teammates and sharing knowledge through pair programming, brown bags and presentations
You own this if you have...
B.S. or M.S. degree in Computer Science or comparable experience
3+ years of experience in AWS, Kubernetes, Docker, Python, Golang
#LI-DH1
We’ve got you covered…
Our employees are our most important asset and that’s reflected in our benefits. Nordstrom is proud to offer a variety of benefits to support employees and their families, including:
Medical/Vision, Dental, Retirement and Paid Time Away
Life Insurance and Disability
Merchandise Discount and EAP Resources
A few more important points...
The job posting highlights the most critical responsibilities and requirements of the job. It’s not all-inclusive. There may be additional duties, responsibilities and qualifications for this job.
Nordstrom will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
Applicants with disabilities who require assistance or accommodation should contact the nearest Nordstrom location, which can be identified at www.nordstrom.com .
Nordstrom Careers Privacy Policy: https://careers.nordstrom.com/#/contact-us/privacy
© 2020 Nordstrom, Inc.
Current Nordstrom employees: To apply, log into Workday, click the Careers button and then click Find Jobs.",3.9,"12,816 reviews"
"Data Science Consultant - Supply Chain
new",Today,Accenture,"Chicago, IL","We are:
Applied Intelligence, the people who love using data to tell a story. We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us? Solving big problems using the latest tech, serious brain power, and deep knowledge of just about every industry. We believe a mix of data, analytics, automation, and responsible AI can do almost anything—spark digital metamorphoses, widen the range of what humans can do, and breathe life into smart products and services. Want to join our crew of sharp analytical minds? Visit us here to find out more about Applied Intelligence.

You are:
A data expert with serious analytical and statistical chops. You know how to take massive amounts of data and find the insights our clients need to help their companies do more.
The work:
Solve complex supply chain and operations challenges using analytic algorithms and AI
Design, build and deploy predictive and prescriptive models using statistical modeling, machine learning, and optimization
Find ways to turn goals into products that use specific analytic tools to help clients
Use structured decision-making to complete projects.
Work out the best way to complete Enterprise Data & Analytics projects

Here’s what you need:
At least 3 years demonstrated results in areas of Operations Research and/or Supply Chain Projects (inventory optimization, network design, and S&OP) in sophisticated and complex environments including the use of simulation and modeling tools (Llamasoft, CPLEX, Gurobi, or other similar)
At least 3 years performing data analytics and modeling with advanced languages (e.g. Python or R)
At least 5 years of experience with real data
Bachelor's Degree in related field; strong preference for fields of study of data science, mathematics, economics, statistics, engineering and information management
Bonus points if:
You have a graduate degree focusing on math, data science, analytics, or engineering
You’ve got an MBA
You know your way around enterprise data tools and technologies
You’ve got experience with analytical tools like SAS, R, Hadoop, and SQL
You’ve presented to clients
You’ve managed projects and client expectations
Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Accenture is an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.

Equal Employment Opportunity
All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Accenture is committed to providing veteran employment opportunities to our service men and women.",4.0,"19,940 reviews"
"SAP Data Governance (MDG) Engineer
new",Today,Accenture,"Dallas, TX","Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions – underpinned by the world’s largest delivery network – Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With approximately 425,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.

People in our Client Delivery & Operations career track drive delivery and capability excellence through the design, development and/or delivery of a solution, service, capability or offering. They grow into delivery-focused roles, and can progress within their current role, laterally or upward.
Business & Technology Integration professionals advise upon, design, develop and/or deliver technology solutions that support best practice business changes.

The Bus&Industry Integration Arch Specialist aligning technology with business strategy and goals they working directly with the client gathering requirements to analyze, design and/or implement technology best practice business changes. They are sought out as experts internally and externally for their deep functional or industry expertise, domain knowledge, or offering expertise. They enhance Accenture's marketplace reputation.

Job Description
SAP professionals design, implement and deploy SAP solutions to achieve defined business goals. Maintain skills in SAP applications process design and configuration; SAP application design, development, integration, testing and deployment; and SAP application technical architecture.

SAP professionals design, implement and deploy SAP solutions to achieve defined business goals. Maintain skills in SAP applications process design and configuration; SAP application design, development, integration, testing and deployment; and SAP application technical architecture.

A professional at this position level within Accenture has the following responsibilities:

Adapts existing methods and procedures to create possible alternative solutions to moderately complex problems.
Understands the strategic direction set by senior management as it relates to team goals.
Uses considerable judgment to determine solution and seeks guidance on complex problems.
Primary upward interaction is with direct supervisor. May interact with peers and/or management levels at a client and/or within Accenture.

Determines methods and procedures on new assignments with guidance.
Decisions often impact the team in which they reside.
Manages small teams and/or work efforts (if in an individual contributor role) at a client or within Accenture.

BASIC QUALIFICATIONS:

Minimum two years of relevant data management consulting or industry experience
Implementation experience and deep knowledge in any of the following three areas (Master Data Management, Data Governance, Data Quality) as well as knowledge of the other two areas
Technical experience with one of the SAP Data Management applications, SAP Master Data Governance (MDG), SAP Data Services (BODS), SAP Information Steward, SAP SLT, Smart Data Integration (SDI), or Smart Data Quality (SDQ).
Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements gathering, design, development, testing, and go live with team sizes ranging from five to twenty resources
Willingness to travel to client locations (100%)
Implementation experience in all three data management areas: Master Data Management, Data Governance, Data Quality
Bachelor’s degree or equivalent work experience
All of our consulting professionals receive comprehensive training covering business acumen, technical and professional skills development. You'll also have opportunities to hone your functional skills and expertise in an area of specialization. We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.
Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Accenture is an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.

Equal Employment Opportunity
All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Accenture is committed to providing veteran employment opportunities to our service men and women.",4.0,"19,940 reviews"
"IT Tech Analyst
new",1 day ago,Parker Hannifin Corporation,"Cleveland, OH 44124","Parker Hannifin
Founded in 1917, Parker Hannifin Corporation is a $14.3 billion, global company. Parker Hannifin is the world's leading diversified manufacturer of motion and control technologies and systems, providing precision-engineered solutions for a wide variety of mobile, industrial and aerospace markets. The company has operations in 50 countries around the world. Parker has increased its annual dividends paid to shareholders for 63 consecutive fiscal years, among the top five longest-running dividend-increase records in the S&P 500 index. Parker’s engineering expertise and broad range of core technologies uniquely positions the company to solve some of the world’s greatest engineering challenges. By partnering with customers, Parker improves their productivity and profitability and seeks new ways to solve humanity's biggest challenges.
Essential Functions
Parker Hannifin's Enterprise Data & Analytics team is looking for a full-time data engineer who is fluent with today's data wrangling, corralling, methods and tools, with excellent communications skills, and who thrives on creatively solving complex problems. Successful candidates will be fluent in performing data engineering, ETL, analytics, and familiar with data science methods to support, design and implement analytical data products used to enhance our customer and business user interactions and business decisions throughout the organization. This position reports to the Enterprise Systems Manager, and as part of the Enterprise Data & Analytics team, this position supports all levels of management at corporate, groups and divisions, across multiple functional areas and countries. • Extract, Transform, Load processes around large and critical enterprise datasets • Create, maintain, advance and support analysis of key enterprise datasets • Hypothesize, ideate and implement advanced analytics for operational improvement • Expand and support a growing analytics community throughout the organization • Support organizational efforts to centralize and standardize data • Utilize and implement best-in-class self-service tools and products • Communicate findings to various levels of the organization • Develop and manage data quality and normalization and attribution models and metrics needed to make multiple disparate data sources usable for data mining and other analytical uses • Monitor and adapt models to changing business needs • Manage the integration of key external data sources into our enterprise data repositories for use by all analytics teams and report writers across the enterprise • Design and manage pattern databases for use in predictive modeling and other data mining analysis • Conform with and contribute to Enterprise Performance Management & Analytics governance processes and policies
Qualifications
• 2+ Years of experience with enterprise data management and engineering that impact business results in area of expertise • Experience with SQL, Azure Data Warehouse, Azure Databricks, Data Lake, DB2, ETL, Informatica, Power BI, and Alteryx. Python and R a plus. • Bachelor’s Degree in Computer Science, Data Science, Information Systems, Engineering, Statistics, Economics, Mathematics or like competency • Proficient with data wrangling, working with large data sets of varying quality, structured & un-structured to solve business challenges. • Familiarity with data mining, feature engineering, machine learning and advanced statistical analysis in a business setting.
Equal Employment Opportunity
Parker is an Equal Opportunity and Affirmative Action Employer. Parker is committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job related reasons regardless of race, ethnicity, color, religion, sex, sexual orientation, age, national origin, disability, gender identity, genetic information, veteran status, or any other status protected by law. U.S. Citizenship/Permanent Resident is required for most positions. (“Minority/Female/Disability/Veteran/VEVRAA Federal Contractor”) If you would like more information about Equal Employment Opportunity as an applicant under the law, please go to http://www.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf and http://www1.eeoc.gov/employers/upload/eeoc_gina_supplement.pdf",3.8,"2,843 reviews"
"Data Visualization Engineer
new",2 days ago,Thermo Fisher Scientific,"Chicago, IL 60290","When you join us at Thermo Fisher Scientific, you’ll be part of a smart, driven team that shares your passion for exploration and discovery. With revenues of $25 billion and the largest investment in R&amp;D in the industry, we give our people the resources and opportunities to make significant contributions to the world.
If you are passionate about telling visually stunning stories with data that drives decision-making within a world-leading life science company, then this is the role for you! You are inquisitive by nature and tend to always ask the “why” in every situation. Your curious demeanor fuels your insatiable appetite for learning and you have a fascination for UX driven principles and making complex data easy and intuitive in interactive visualization within large, complex organizations. You also need to be an independent critical thinker with the ability to work with imperfect data and continuously test/learn.
Reporting into the Finance organization as a Center of Excellence that includes data engineers, BI analysts, and data scientists, the Data Visualization Engineer will be working closely across the entire matrix of divisions and functions delivering internal dashboards and solutions for enabling business insights. The ideal candidate will have strong business acumen and communication skills, combined with experience in web-based data visualization solutions, user experience, and graphic design.
Key Responsibilities:
Develop concepts and robust visualization solutions systems for helping our customers make data-driven decisions in collaborative, team-based environment.
Participate in every stage of the product development lifecycle, from ideation and requirements to wireframes, implementation, testing, deployment, and maintenance as part of a cross-functional mutually supportive goal-oriented team
Be a community leader, thought leader and mentor in visualization and data storytelling principles
Perform other tasks as needed, including executive presentations, data analysis, or project management in our cross-functional team that shares responsibilities and executive exposure
Requirements/Qualifications:
Bachelor’s or Master’s degree in Computer Science, data engineering or a related field, or equivalent experience
5+ years’ experience building web based interactive data visualizations utilizing JavaScript, CSS, etc…
Data extraction, transformation, and analysis experience in SQL and Python required
Experience in broad set of data visualization tools and an advanced Power BI designer
Interpersonal skills: exceptional verbal / written communication to translate complex technical concepts
Proven track record of achieving desired results without direct report authority
Knowledge of working with Agile / Scrum methodology a plus
Knowledge and experience in finance industry and functions a plus
Minimal travel required &lt;10%
At Thermo Fisher Scientific, each one of our 70,000 extraordinary minds has a unique story to tell. Join us and contribute to our singular mission—enabling our customers to make the world healthier, cleaner and safer.",3.5,"3,209 reviews"
"Data Scientist
new",2 days ago,Neiman Marcus,"Dallas, TX (City Center District area)","COMPANY OVERVIEW
For over a century, Neiman Marcus Group has served the unique needs of our discerning customers by staying true to the principles of our founders: to be the premier omni-channel retailer of luxury and fashion merchandise dedicated to providing superior service and a distinctive shopping experience in our stores and on our websites. Neiman Marcus Group is comprised of the Specialty Retail Stores division, which includes Neiman Marcus and Bergdorf Goodman, and our international brand, mytheresa.com. Our portfolio of brands offers the finest luxury and fashion apparel, accessories, jewelry, beauty, and home décor. The Company operates more than 40 Neiman Marcus full-line stores in the most affluent markets across the United States, including U.S. gateway cities that draw an international clientele. In addition, we operate 2 Bergdorf Goodman stores in landmark locations on Fifth Avenue in New York City. We also operate more than 20 Last Call by Neiman Marcus off-price stores that cater to a value oriented, yet fashion minded customer. Our upscale eCommerce and direct-to-consumer division includes NeimanMarcus.com, BergdorfGoodman.com Horchow.com and LastCall.com. Every day each of our 15,000 NMG associates work towards the goal of enabling our customers to shop any of our brands ""anytime, anywhere, and on any device."" Whether the merchandise we sell, the customer service we offer, or our investments in technology, everything we do is to enhance the customer experience across all channels and brands.
Qualifications

Job Summary
A Data Scientist in Neiman Marcus Group (NMG) enhances customers’ magical luxury shopping experience and increases NMG’s NPV by applying algorithms. The Data Scientist performs statistical and econometric analysis, AI/ML modeling, and optimization. The Data Scientist solves use cases related to personalization, customer engagement, marketing promotions, merchandise planning, supply chain, pricing, and cost. This position will lead data science needs across all Neiman Marcus Group brands, divisions and selling channels.

Job Duties
The position will report to the Director of Data Science
Collaborate with cross-organization to ideate and prioritize use cases, business problems, and user stories that can enhance customers experience and increase NMG ROI.
Lead data science projects independently while collaborating with team members and multi-organizational stakeholders.
Develops statistical, econometric, AI/ML, and optimization models for personalization, customer engagement, marketing science, retail analytics, business analytics, and supply-chain analytics using big data in cloud environment to improve customer satisfaction and promote growth.
Leverage state-of-the-art data science tools, methodologies, and algorithms to drive improved decisions
Collaborate in the development and implementation of predictive models, segmentation strategies, optimization algorithms, and data mining analyses with a targeted result of increasing revenue.
Research, innovate, and design algorithms and techniques to contribute in optimization and automation.

Job Requirements
At least a quant-based graduate degree such as Computer Science, Electrical Engineering, Math, Statistics, Physics, Economics, or other related fields from a reputed university with course work that includes analytics, coding, statistics, math, and algorithm development. Ph.D. is Preferred
Strong in Math, Statistic, Finance, and Econometric
Expert Level skills in at least two of the followings: graph/network theory, personalized recommendation engine, statistical modeling, linear/non-linear optimization theory, machine learning and neural Network
3+ years of hands on experience in Data Science.
Experience in processing and performing multi-faceted analysis with on-line browsing, sales transaction, product, and inventory data.
Experience in working in retail space will be a plus.
Experience in using Keras, Tensorflow, and scikit-learn
Strong coding skills in SQL, Python.
Experience in working with distributed computing i.e. Hive, Apache Spark
Experience in working on AWS SageMaker, S3, and SnowFlake will be a plus
Knowledge of descriptive analytics and data visualization
Experience with full lifecycle agile and experimental design methods.
Exceptional standards for quality and strong attention to detail
Ability to manage multiple projects and on-demand business requests simultaneously
Able to work in a fast-paced agile team with team members from diverse areas such as marketing, creative, strategy, product, and engineering

Primary Location: United States of America-Texas-DALLAS-Dallas-1700 PACIFIC
Work Locations: 1700 PACIFIC Neiman Marcus 1700 PACIFIC Dallas 75201
Job: Advertising/Marketing/Public Relations
Organization: Corporate
Schedule: Full-time
Shift: Day
Employee Status: Regular
Job Type: Standard
Job Level: Individual Contributor
Travel: No
Job Posting: Aug 6, 2020, 2:30:42 PM",3.7,"1,709 reviews"
"Machine Learning Engineers & Scientists, Facebook Conversati...
new",2 days ago,Facebook,"Redmond, WA","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.
The Conversational AI team builds and AI assistant technologies across Facebook’s AR/VR products including Portal, Oculus and future innovations. Our mission is to develop natural ways for people to connect with what is most meaningful to them. We work on unique challenges from both a product and research perspective, including Natural Language Understanding, Natural Language Generation, Question & Answering, Dialog Management, Multimodal Understanding, Proactive, and Knowledge Graph. Our team has built technologies for Portal devices, Oculus headsets, and built M, Messenger's in-thread assistant that proactively recommends suggestions to billions of users that use Facebook Messenger every month.We are looking for Machine Learning Engineers & Research Scientists to join our Conversational AI Group. The ideal candidate will have a strong background in developing Dialog systems, a strong knowledge of ML, NLP and neural networks, and have experience working with massive amounts of data. They should also have strong software engineering skills and the ability to build systems that reach Facebook scale.
Conduct research to advance the state-of-the-art in neural networks especially in the context of Dialog Systems
Utilize that research to develop and deploy scalable neural network models into production to impact billions of people using Facebook
Develop highly scalable algorithms based on state-of-the-art machine learning and neural network methodologies
Apply expert coding skills to platform development projects in partnership with other engineers
Adapt machine learning and neural network algorithms for training competitive, state-of-the-art models while make the best use of modern parallel environments (e.g. distributed clusters, GPU)

A Masters degree in Computer Science, Machine Learning, Artificial Intelligence or similar
2+ years of work experience in building production Machine Learning systems
Experienced with deep learning methods and neural networks in PyTorch, Tensorflow or MxNet
Experience in C++ and Python

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",4.2,582 reviews
"Data Scientist/Analyst - Wilbur Labs
new",2 days ago,Wilbur Labs,"San Francisco, CA 94103 (South of Market area)","About Wilbur Labs
Wilbur Labs is a startup studio turning bold ideas into market-leading companies. We identify big customer pain points and build businesses to solve these problems. We work with industry leaders to manage the company, and continue to provide funding, shared resources, and operational support to ensure management is focused on solving problems that matter to users. Since 2016, we have built and invested in 10 companies and expect to launch 3-4 new companies over the next year.

Role & Responsibilities
Work closely with various stakeholders to produce data-driven business insights
Own analytics dashboards across the Wilbur Labs portfolio
Design and run A/B tests and other experiments for the companies in the portfolio
Build cutting-edge ML models to solve complex technological problems for the companies in Wilbur Labs portfolio
Minimum Qualifications
Applied experience executing analysis, communicating results and developing metrics that matter
Experience with data tools - SQL, Python; proficiency with spreadsheets
Track record of building and launching Machine Learning models as part of working products
Solid understanding of the A/B testing and experiment design both in theory and in practice
Comfortable and effective at juggling multiple projects and priorities simultaneously in a fast paced work environment
Ability to communicate clearly in reports and documentation
Preferably be located in or willing to relocate to the San Francisco Bay Area
BONUS POINTS
2+ years experience working in an analytics organization or related field
A solid math and statistics background
A Masters degree (or higher) in a technical field (Data Science, Statistics, Operations Research, Math, Computer Science, Physics)
Understanding of BI/analytics tools (Tableau, Power BI, Looker, Sigma etc.)
Knowledge of experimentation platforms (Optimizely, VWO, Omniconvert etc.)
Experience with Google Cloud (BigQuery, Data Studio)
Benefits and Perks
Competitive salary + equity
Top-tier laptop and accessories provided
100% company-paid health benefits
401(k) with company match
Unlimited, guilt-free vacation days
Uber/Lyft to and from work (employees based in San Francisco)
Transportation stipend (employees based outside of San Francisco)
Healthy breakfast, snacks and lunch provided daily
Annual wellness stipend (gym + other wellness activities)
Monthly house cleaning stipend
Annual travel allowance
Annual new cell phone stipend
Annual laptop refresh
Charity donation company match
Employee referral bonus
Quarterly team offsites
State-of-the-art ergonomics and workstations",,
"Data Engineer L2
new",2 days ago,Capgemini,"Des Plaines, IL","Duration: 5+ months
Requirement:

The Azure Data Engineer will work with the business in understanding data requirements and will serve as a technology & platform expert in designing and building technical solutions focused on Microsoft Azure Data Factory, Azure SQL Datawarehouse etc. with a focus on understanding data need for data initiatives in building scalable, distributed, and high performance computing cloud based platform solutions on Azure then be tasked with designing and implementing solutions for data management improvements.

Responsibilities:

Create functional design specifications, Azure reference architectures, and assist with other project deliverables as needed.
Design and Develop Platform as a Service (PaaS) Solutions using different Azure Services
Create a data factory, orchestrate data processing activities in a data-driven workflow, monitor and manage the data factory, move, transform and analyze data
Design complex enterprise Data solutions that utilize Azure Data Factory Create migration plans to move legacy SSIS packages into Azure Data Factory
Build conceptual and logical data models
Design and implement big data real-time and batch processing solutions
Design, build, and scale data pipelines across a variety of source systems and streams (internal, third-party, as well as cloud-based), distributed / elastic environments, and downstream applications and/or self-service solutions.
Develop and document mechanisms for deployment, monitoring and maintenance

Skills and Experience:
Bachelor's degree or higher in Computer Science Engineering/ Information Technology, Information Systems
3+ years experience with Microsoft Cloud Data Platform: Azure Data Factory, Azure Databricks, Python, Scala,Spark SQL, SQL Data Warehouse
3+ years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL, data lake solutions
Expertise with SQL, database design/structures, ETL/ELT design patterns, and datamart structures (star, snowflake schemas, etc.)
Functional knowledge of programming scripting and data science languages such as JavaScript, PowerShell, Python, Bash, SQL, .NET, Java, PHP, Ruby, PERL, C++, R, etc
Creation of descriptive, predictive and prescriptive analytics solutions using Azure Stream Analytics, Azure Analysis Services, Data Lake Analytics, HDInsight, HDP, Spark, Databricks, MapReduce, Pig, Hive, Tez, SSAS, Watson Analytics, SPSSA
Experience in Azure Data Factory (ADF) creating multiple pipelines and activities using Azure for full and incremental data loads into Azure Data Lake Store and Azure SQL DW
Experience for Azure Data Lake Storage and working with Parquet files and partitions
Experience managing Microsoft Azure environments with VM’s, VNETS, Subnets, NSG’s, Resource Groups, etc.
Experience in Creation & Configuration of Azure Resources & RBAC
Experience with Git/Azure DevOps
Azure certification would be desired
Must have an ability to communicate clearly and be a team player

The Capgemini Freelancer Gateway is enabled by a cutting-edge software platform that leads the contingent labor world for technology innovation. The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.

A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.",3.8,"8,030 reviews"
"Data Engineer
new",2 days ago,"Amazon Web Services, Inc.","Palo Alto, CA","5+ years’ work experience in a role requiring application of analytical skills to integrate data into operational/business planning.
Proficiency with SQL, ETL, data warehousing, and common analytical tools, as well as Excel and MS Word.
Knowledge of python or any general purpose scripting language.
Bachelor degree in science, engineering, mathematics or business
Experience building/operating highly available, distributed systems of data extraction, ingestion, and processing of large data sets

For more than 11 years, Amazon Web Services (“AWS”) has been the world’s most comprehensive and broadly adopted cloud platform. AWS offers over 100 fully featured services to millions of active customers around the world—including the fastest-growing startups, largest enterprises, and leading government agencies—to power their infrastructure. Within the Sales Strategy, Operations, and Customer Programs (SSOC) organization, the Worldwide Commercial Sales Operations (WWSO) team is responsible for supporting Leadership, Sales, and Operational teams in achieving organizational objectives and driving continuous improvements in field productivity. We drive effectiveness, predictability, and deliver a “run the business” cadence that allows for the field to serve customers in the way customers want to be served.
The Worldwide Commercial Sales Operations organization is seeking an experienced Data Engineer to support the Sales Strategy, Operations, and Customer Programs organization’s leaders to define, build, and implement new business intelligence solutions end-to-end for our global team.
The ideal candidate earns trust through performance and relationship building, must possess strong analytical acumen, and be comfortable drawing metric-based conclusions by managing an extensive amount of data. They will provide the framework and analysis to assist the AWS WW Commercial Sales organization in delivering results. They will implement new reporting solutions, identify risks, and deliver against high operational standards. This is a hands-on position, the ideal candidate must be willing to “roll up the sleeves” in order to dive deep and pioneer new solutions.
This position will work with the several supporting the extended Sales Strategy, Operations, and Customer Programs organization, such as Sales Operations, Sales Leadership, Finance, Business Development, Marketing, Professional Services, and the team. The individual must have the ability to earn trust and communicate effectively across multiple and non- business units in a global organization.

LOCATION:
Strong preference for this position to be in Palo Alto, CA USA but open to these additional locations: Seattle, WA USA, Denver, CO USA, San Francisco, CA USA, Austin, TX USA, New York, NY USA, Herndon, VA USA, Boston, MA USA, Atlanta, GA USA. Relocation assistance from within the United States is available.

Key Responsibilities include but are not limited to:
Design, develop and maintain at scale automated, user-friendly systems, reports, dashboards that will support our analytical and business needs
Write high quality SQL queries to retrieve and analyze data from database tables (ex. Redshift, MySQL)
Detect trends in AWS and 3rd party data to guide decision making and predict outcomes
with business owners, tech and central teams to integrate machine-learning and automation into scaling our programs and processes
Use analytical and statistical rigor to solve complex problems and drive business decisions
with global business teams to define, solve, and present opportunities that impact the Worldwide Commercial Organization.
Drive global standardization of delivery practices, businesses processes, and reporting.
Work directly within the global sales data to orchestrate metrics, key performance indicators and decision criteria.
Utilize tools including, Excel, SQL, and Tableau to create dashboards and insights from data.
Collaborate effectively with internal to operationalize mechanisms and best practices
Set-up the framework and effectively analyzing data and feedback for insights

MBA or equivalent relevant business experience
Experience building/operating highly available, distributed systems of data extraction, ingestion, and processing of large data sets
Experience working with AWS big data technologies (EMR, Redshift, S3, Glue, Kinesis and Lambda for serverless ETL)
Experience using business intelligence reporting tools (Quicksight, Power BI, Tableau, Cognos, etc.)
Experience working in very large data warehouse environments
Excellent skills to coordinate projects across cross-functional teams, including business intelligence, engineering, marketing, product , and finance.
Excellent written and verbal skills to effectively communicate to both business and teams, including defining business requirements and conveying key insights from complex analysis.
Demonstrated ability to influence across a large, multi-faceted organization
Demonstrated ability to think strategically and long-term, act tactically, takes ownership and has business leadership to meet the needs of complex businesses problems
Excellent analytical skills, and demonstrated ability to turn detailed data analysis into useful strategic insight in order to drive customer adoption and make appropriate recommendations to the business
Demonstrated Earning Trust with internal , prove the ability to deep dive data, is biased for action and drives for results through others.
Establish ways to measure and track metrics related to adoption of the service, and to make improvements to the approach based on those measurements

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",3.6,"63,993 reviews"
"Application Data Engineer
new",2 days ago,Horizonsoftech,,"Title: Data Engineer w/Python
Note: C*andidates strong with Python, SQL, *Teradata and oracle too. Will be involved with Data intake and output using Python. SQL is also important.
Job Description:
Position Purpose: Design, build, test and maintain scalable and stable off the shelf application or custom built technology solutions to meet business needs. Act as a subject matter expert for Application Software developers and Engineers.
Education/Experience: Bachelor's degree in Computer Science, MIS, related field or equivalent experience. 3+ years of related experience. Healthcare experience strongly preferred, requires demonstrated understanding of business process as it relates to experience in the field. Healthcare Experience (preferred), SQL (required), Informatica (Power Exchange and/or Power Center) or similar ETL tools (required), Teradata or other relational database systems (RDBMS) (required), Unix (preferred)
Note: C*andidates strong with Python, SQL, *Teradata and oracle too. Will be involved with Data intake and output using Python. SQL is also important.
Job Types: Full-time, Contract
Salary: $50.00 - $55.00 per hour
Work Remotely:
Yes",,
